photo_cod,image_path,hpi,ivr
VI2682,out_img_norm/VI2682_yolo.png,0,0
VI1479,out_img_norm/VI1479_yolo.png,0,0
VI1751,out_img_norm/VI1751_yolo.png,1,1
VI2879,out_img_norm/VI2879_yolo.png,3,2
VI2150,out_img_norm/VI2150_yolo.png,0,0
GI748,out_img_norm/GI748_yolo.png,1,7
VI217,out_img_norm/VI217_yolo.png,1,7
VI3431,out_img_norm/VI3431_yolo.png,0,0
VI4210,out_img_norm/VI4210_yolo.png,1,1
VI3583,out_img_norm/VI3583_yolo.png,0,0
VI870,out_img_norm/VI870_yolo.png,5,0
VI322,out_img_norm/VI322_yolo.png,1,7
VI3757,out_img_norm/VI3757_yolo.png,1,6
VI3226,out_img_norm/VI3226_yolo.png,0,0
VI1670,out_img_norm/VI1670_yolo.png,5,0
GI236,out_img_norm/GI236_yolo.png,5,0
GI660,out_img_norm/GI660_yolo.png,1,6
VI151,out_img_norm/VI151_yolo.png,3,7
GI617,out_img_norm/GI617_yolo.png,1,7
VI2085,out_img_norm/VI2085_yolo.png,2,7
VI2101,out_img_norm/VI2101_yolo.png,1,7
VI4070,out_img_norm/VI4070_yolo.png,3,1
VI2653,out_img_norm/VI2653_yolo.png,5,0
VI779,out_img_norm/VI779_yolo.png,5,0
VI1394,out_img_norm/VI1394_yolo.png,1,6
VI1688,out_img_norm/VI1688_yolo.png,1,2
VI1770,out_img_norm/VI1770_yolo.png,0,0
VI194,out_img_norm/VI194_yolo.png,1,7
GI23,out_img_norm/GI23_yolo.png,0,0
VI3700,out_img_norm/VI3700_yolo.png,2,1
VI156,out_img_norm/VI156_yolo.png,1,7
VI4148,out_img_norm/VI4148_yolo.png,1,7
VI2654,out_img_norm/VI2654_yolo.png,5,0
VI4411,out_img_norm/VI4411_yolo.png,0,0
VI2120,out_img_norm/VI2120_yolo.png,5,0
GI219,out_img_norm/GI219_yolo.png,5,0
VI22,out_img_norm/VI22_yolo.png,5,0
VI4199,out_img_norm/VI4199_yolo.png,1,6
VI938,out_img_norm/VI938_yolo.png,5,0
VI1110,out_img_norm/VI1110_yolo.png,1,3
VI488,out_img_norm/VI488_yolo.png,1,5
GI771,out_img_norm/GI771_yolo.png,0,0
VI2390,out_img_norm/VI2390_yolo.png,3,1
GI552,out_img_norm/GI552_yolo.png,0,0
VI462,out_img_norm/VI462_yolo.png,1,7
VI6,out_img_norm/VI6_yolo.png,1,7
VI206,out_img_norm/VI206_yolo.png,1,7
GI730,out_img_norm/GI730_yolo.png,0,0
VI1463,out_img_norm/VI1463_yolo.png,1,7
VI4218,out_img_norm/VI4218_yolo.png,3,7
VI1343,out_img_norm/VI1343_yolo.png,5,0
VI838,out_img_norm/VI838_yolo.png,1,7
VI2724,out_img_norm/VI2724_yolo.png,4,1
VI2785,out_img_norm/VI2785_yolo.png,4,2
VI788,out_img_norm/VI788_yolo.png,2,2
VI3328,out_img_norm/VI3328_yolo.png,0,0
VI2617,out_img_norm/VI2617_yolo.png,4,1
GI369,out_img_norm/GI369_yolo.png,1,7
VI2963,out_img_norm/VI2963_yolo.png,3,2
VI3033,out_img_norm/VI3033_yolo.png,2,1
GI630,out_img_norm/GI630_yolo.png,3,7
VI1995,out_img_norm/VI1995_yolo.png,0,0
VI282,out_img_norm/VI282_yolo.png,2,7
VI2995,out_img_norm/VI2995_yolo.png,1,7
GI394,out_img_norm/GI394_yolo.png,3,1
VI4,out_img_norm/VI4_yolo.png,3,2
VI961,out_img_norm/VI961_yolo.png,5,0
VI1335,out_img_norm/VI1335_yolo.png,5,0
VI3548,out_img_norm/VI3548_yolo.png,1,7
VI4257,out_img_norm/VI4257_yolo.png,1,3
VI1916,out_img_norm/VI1916_yolo.png,1,2
VI968,out_img_norm/VI968_yolo.png,5,0
VI3269,out_img_norm/VI3269_yolo.png,1,7
GI11,out_img_norm/GI11_yolo.png,2,7
VI4212,out_img_norm/VI4212_yolo.png,1,1
GI199,out_img_norm/GI199_yolo.png,5,0
VI2288,out_img_norm/VI2288_yolo.png,1,1
VI4455,out_img_norm/VI4455_yolo.png,1,7
VI4329,out_img_norm/VI4329_yolo.png,2,1
VI3089,out_img_norm/VI3089_yolo.png,0,0
GI714,out_img_norm/GI714_yolo.png,1,7
VI687,out_img_norm/VI687_yolo.png,0,0
VI1575,out_img_norm/VI1575_yolo.png,0,0
GI765,out_img_norm/GI765_yolo.png,2,7
VI3440,out_img_norm/VI3440_yolo.png,0,0
VI3096,out_img_norm/VI3096_yolo.png,1,5
VI3436,out_img_norm/VI3436_yolo.png,0,0
VI841,out_img_norm/VI841_yolo.png,1,2
VI1528,out_img_norm/VI1528_yolo.png,1,7
VI3121,out_img_norm/VI3121_yolo.png,1,7
VI760,out_img_norm/VI760_yolo.png,1,6
GI783,out_img_norm/GI783_yolo.png,0,0
VI1839,out_img_norm/VI1839_yolo.png,5,0
VI9,out_img_norm/VI9_yolo.png,0,0
GI195,out_img_norm/GI195_yolo.png,5,0
VI3539,out_img_norm/VI3539_yolo.png,2,1
GI168,out_img_norm/GI168_yolo.png,2,6
VI4462,out_img_norm/VI4462_yolo.png,1,7
GI885,out_img_norm/GI885_yolo.png,0,0
VI1099,out_img_norm/VI1099_yolo.png,1,2
VI4054,out_img_norm/VI4054_yolo.png,3,1
GI500,out_img_norm/GI500_yolo.png,0,0
VI2990,out_img_norm/VI2990_yolo.png,0,0
VI952,out_img_norm/VI952_yolo.png,4,2
VI2916,out_img_norm/VI2916_yolo.png,2,1
VI3476,out_img_norm/VI3476_yolo.png,1,7
VI3358,out_img_norm/VI3358_yolo.png,1,7
GI126,out_img_norm/GI126_yolo.png,4,6
VI2961,out_img_norm/VI2961_yolo.png,3,6
VI1520,out_img_norm/VI1520_yolo.png,2,1
VI3978,out_img_norm/VI3978_yolo.png,1,7
VI685,out_img_norm/VI685_yolo.png,1,7
VI2341,out_img_norm/VI2341_yolo.png,1,2
VI537,out_img_norm/VI537_yolo.png,1,7
VI1612,out_img_norm/VI1612_yolo.png,1,1
VI271,out_img_norm/VI271_yolo.png,1,7
VI593,out_img_norm/VI593_yolo.png,1,7
VI1254,out_img_norm/VI1254_yolo.png,5,0
VI2259,out_img_norm/VI2259_yolo.png,1,7
VI1553,out_img_norm/VI1553_yolo.png,1,7
VI4332,out_img_norm/VI4332_yolo.png,5,0
VI2219,out_img_norm/VI2219_yolo.png,0,0
VI1747,out_img_norm/VI1747_yolo.png,1,1
VI4270,out_img_norm/VI4270_yolo.png,2,3
VI2009,out_img_norm/VI2009_yolo.png,1,7
VI2304,out_img_norm/VI2304_yolo.png,1,7
VI688,out_img_norm/VI688_yolo.png,2,6
VI1816,out_img_norm/VI1816_yolo.png,5,0
VI4304,out_img_norm/VI4304_yolo.png,3,5
VI4247,out_img_norm/VI4247_yolo.png,0,0
VI1138,out_img_norm/VI1138_yolo.png,0,0
VI1439,out_img_norm/VI1439_yolo.png,0,0
VI3493,out_img_norm/VI3493_yolo.png,0,0
VI132,out_img_norm/VI132_yolo.png,1,7
VI1256,out_img_norm/VI1256_yolo.png,1,2
GI148,out_img_norm/GI148_yolo.png,1,7
VI3168,out_img_norm/VI3168_yolo.png,1,7
VI351,out_img_norm/VI351_yolo.png,1,6
VI2295,out_img_norm/VI2295_yolo.png,0,0
VI2213,out_img_norm/VI2213_yolo.png,1,7
VI1260,out_img_norm/VI1260_yolo.png,6,0
VI1507,out_img_norm/VI1507_yolo.png,1,1
VI2340,out_img_norm/VI2340_yolo.png,1,1
VI1896,out_img_norm/VI1896_yolo.png,1,7
VI926,out_img_norm/VI926_yolo.png,1,3
VI2592,out_img_norm/VI2592_yolo.png,2,1
GI762,out_img_norm/GI762_yolo.png,0,0
VI3694,out_img_norm/VI3694_yolo.png,2,1
VI1931,out_img_norm/VI1931_yolo.png,1,6
VI4362,out_img_norm/VI4362_yolo.png,0,0
VI3141,out_img_norm/VI3141_yolo.png,1,2
GI186,out_img_norm/GI186_yolo.png,4,1
VI1613,out_img_norm/VI1613_yolo.png,1,7
VI897,out_img_norm/VI897_yolo.png,4,1
VI1790,out_img_norm/VI1790_yolo.png,0,0
VI3258,out_img_norm/VI3258_yolo.png,0,0
VI3376,out_img_norm/VI3376_yolo.png,1,2
VI3198,out_img_norm/VI3198_yolo.png,1,1
VI1812,out_img_norm/VI1812_yolo.png,1,7
VI778,out_img_norm/VI778_yolo.png,5,0
VI1698,out_img_norm/VI1698_yolo.png,1,7
VI2047,out_img_norm/VI2047_yolo.png,5,0
VI1357,out_img_norm/VI1357_yolo.png,5,0
VI3728,out_img_norm/VI3728_yolo.png,1,7
VI2046,out_img_norm/VI2046_yolo.png,0,0
VI1338,out_img_norm/VI1338_yolo.png,5,0
VI4389,out_img_norm/VI4389_yolo.png,0,0
VI4099,out_img_norm/VI4099_yolo.png,6,0
VI1712,out_img_norm/VI1712_yolo.png,3,1
VI963,out_img_norm/VI963_yolo.png,5,0
VI1822,out_img_norm/VI1822_yolo.png,0,0
VI4310,out_img_norm/VI4310_yolo.png,6,0
VI2132,out_img_norm/VI2132_yolo.png,2,7
VI485,out_img_norm/VI485_yolo.png,2,6
GI144,out_img_norm/GI144_yolo.png,0,0
VI3490,out_img_norm/VI3490_yolo.png,0,0
VI2907,out_img_norm/VI2907_yolo.png,2,1
VI476,out_img_norm/VI476_yolo.png,5,0
VI71,out_img_norm/VI71_yolo.png,3,1
VI2670,out_img_norm/VI2670_yolo.png,1,7
VI4259,out_img_norm/VI4259_yolo.png,1,7
VI3601,out_img_norm/VI3601_yolo.png,0,0
VI2210,out_img_norm/VI2210_yolo.png,0,0
GI678,out_img_norm/GI678_yolo.png,0,0
VI3045,out_img_norm/VI3045_yolo.png,1,5
VI1047,out_img_norm/VI1047_yolo.png,1,7
VI4352,out_img_norm/VI4352_yolo.png,1,7
GI402,out_img_norm/GI402_yolo.png,4,1
VI1789,out_img_norm/VI1789_yolo.png,2,1
VI1205,out_img_norm/VI1205_yolo.png,4,1
VI1675,out_img_norm/VI1675_yolo.png,1,1
VI424,out_img_norm/VI424_yolo.png,1,7
VI3138,out_img_norm/VI3138_yolo.png,1,3
VI4268,out_img_norm/VI4268_yolo.png,2,2
VI1721,out_img_norm/VI1721_yolo.png,1,7
VI3265,out_img_norm/VI3265_yolo.png,1,7
VI1665,out_img_norm/VI1665_yolo.png,5,0
GI177,out_img_norm/GI177_yolo.png,4,1
VI3240,out_img_norm/VI3240_yolo.png,0,0
VI1674,out_img_norm/VI1674_yolo.png,0,0
VI299,out_img_norm/VI299_yolo.png,0,0
VI617,out_img_norm/VI617_yolo.png,1,2
VI1365,out_img_norm/VI1365_yolo.png,1,7
VI353,out_img_norm/VI353_yolo.png,1,6
VI2332,out_img_norm/VI2332_yolo.png,5,0
GI110,out_img_norm/GI110_yolo.png,4,1
VI2079,out_img_norm/VI2079_yolo.png,1,1
VI3188,out_img_norm/VI3188_yolo.png,1,7
VI1642,out_img_norm/VI1642_yolo.png,1,1
VI4165,out_img_norm/VI4165_yolo.png,0,0
VI812,out_img_norm/VI812_yolo.png,1,4
VI4065,out_img_norm/VI4065_yolo.png,2,3
GI533,out_img_norm/GI533_yolo.png,0,0
GI548,out_img_norm/GI548_yolo.png,1,7
VI1480,out_img_norm/VI1480_yolo.png,1,2
VI3199,out_img_norm/VI3199_yolo.png,1,2
VI3233,out_img_norm/VI3233_yolo.png,1,7
VI301,out_img_norm/VI301_yolo.png,1,7
VI2342,out_img_norm/VI2342_yolo.png,1,2
VI4315,out_img_norm/VI4315_yolo.png,6,0
VI251,out_img_norm/VI251_yolo.png,1,7
VI4240,out_img_norm/VI4240_yolo.png,1,1
VI514,out_img_norm/VI514_yolo.png,0,0
VI253,out_img_norm/VI253_yolo.png,0,0
VI2477,out_img_norm/VI2477_yolo.png,1,7
GI718,out_img_norm/GI718_yolo.png,0,0
VI1667,out_img_norm/VI1667_yolo.png,5,0
VI3256,out_img_norm/VI3256_yolo.png,0,0
VI1315,out_img_norm/VI1315_yolo.png,5,0
VI635,out_img_norm/VI635_yolo.png,1,7
GI618,out_img_norm/GI618_yolo.png,2,7
VI1321,out_img_norm/VI1321_yolo.png,6,0
VI2693,out_img_norm/VI2693_yolo.png,5,0
GI597,out_img_norm/GI597_yolo.png,0,0
VI2082,out_img_norm/VI2082_yolo.png,0,0
GI793,out_img_norm/GI793_yolo.png,0,0
VI3662,out_img_norm/VI3662_yolo.png,2,1
VI830,out_img_norm/VI830_yolo.png,4,4
GI299,out_img_norm/GI299_yolo.png,1,6
VI2819,out_img_norm/VI2819_yolo.png,1,1
VI1597,out_img_norm/VI1597_yolo.png,2,1
GI256,out_img_norm/GI256_yolo.png,5,0
VI1128,out_img_norm/VI1128_yolo.png,1,7
VI1042,out_img_norm/VI1042_yolo.png,1,1
VI563,out_img_norm/VI563_yolo.png,0,0
VI1518,out_img_norm/VI1518_yolo.png,1,7
GI381,out_img_norm/GI381_yolo.png,5,0
VI4060,out_img_norm/VI4060_yolo.png,2,1
VI1523,out_img_norm/VI1523_yolo.png,1,7
VI776,out_img_norm/VI776_yolo.png,5,0
VI2614,out_img_norm/VI2614_yolo.png,6,0
VI1481,out_img_norm/VI1481_yolo.png,1,6
VI220,out_img_norm/VI220_yolo.png,1,6
VI4186,out_img_norm/VI4186_yolo.png,2,7
VI139,out_img_norm/VI139_yolo.png,1,6
VI596,out_img_norm/VI596_yolo.png,1,7
GI838,out_img_norm/GI838_yolo.png,3,1
GI595,out_img_norm/GI595_yolo.png,0,0
VI14,out_img_norm/VI14_yolo.png,1,6
VI2306,out_img_norm/VI2306_yolo.png,0,0
VI906,out_img_norm/VI906_yolo.png,5,0
GI194,out_img_norm/GI194_yolo.png,5,0
VI4215,out_img_norm/VI4215_yolo.png,3,2
VI429,out_img_norm/VI429_yolo.png,1,6
VI1657,out_img_norm/VI1657_yolo.png,0,0
VI67,out_img_norm/VI67_yolo.png,1,4
VI2756,out_img_norm/VI2756_yolo.png,6,0
GI520,out_img_norm/GI520_yolo.png,5,0
VI1368,out_img_norm/VI1368_yolo.png,1,7
VI3362,out_img_norm/VI3362_yolo.png,0,0
VI394,out_img_norm/VI394_yolo.png,1,6
GI641,out_img_norm/GI641_yolo.png,1,7
VI856,out_img_norm/VI856_yolo.png,1,6
VI4261,out_img_norm/VI4261_yolo.png,0,0
VI973,out_img_norm/VI973_yolo.png,4,1
GI337,out_img_norm/GI337_yolo.png,1,1
VI1201,out_img_norm/VI1201_yolo.png,5,0
VI703,out_img_norm/VI703_yolo.png,1,6
VI2775,out_img_norm/VI2775_yolo.png,1,7
GI627,out_img_norm/GI627_yolo.png,2,7
VI369,out_img_norm/VI369_yolo.png,1,7
VI1100,out_img_norm/VI1100_yolo.png,1,6
VI3684,out_img_norm/VI3684_yolo.png,2,1
VI348,out_img_norm/VI348_yolo.png,0,0
VI2837,out_img_norm/VI2837_yolo.png,2,1
VI1385,out_img_norm/VI1385_yolo.png,1,7
VI1425,out_img_norm/VI1425_yolo.png,1,6
VI2141,out_img_norm/VI2141_yolo.png,0,0
VI247,out_img_norm/VI247_yolo.png,0,0
VI101,out_img_norm/VI101_yolo.png,1,6
VI4400,out_img_norm/VI4400_yolo.png,0,0
VI2941,out_img_norm/VI2941_yolo.png,3,2
VI4019,out_img_norm/VI4019_yolo.png,1,6
VI3319,out_img_norm/VI3319_yolo.png,1,7
VI2435,out_img_norm/VI2435_yolo.png,0,0
GI103,out_img_norm/GI103_yolo.png,2,1
VI1011,out_img_norm/VI1011_yolo.png,0,0
VI1427,out_img_norm/VI1427_yolo.png,0,0
VI1807,out_img_norm/VI1807_yolo.png,0,0
GI633,out_img_norm/GI633_yolo.png,2,7
VI3097,out_img_norm/VI3097_yolo.png,1,7
VI4476,out_img_norm/VI4476_yolo.png,1,1
VI728,out_img_norm/VI728_yolo.png,1,7
VI664,out_img_norm/VI664_yolo.png,1,7
VI2694,out_img_norm/VI2694_yolo.png,0,0
VI302,out_img_norm/VI302_yolo.png,1,7
GI271,out_img_norm/GI271_yolo.png,3,2
VI1658,out_img_norm/VI1658_yolo.png,5,0
VI4413,out_img_norm/VI4413_yolo.png,0,0
GI43,out_img_norm/GI43_yolo.png,1,7
VI3073,out_img_norm/VI3073_yolo.png,2,5
GI565,out_img_norm/GI565_yolo.png,0,0
VI4470,out_img_norm/VI4470_yolo.png,1,2
VI3092,out_img_norm/VI3092_yolo.png,1,7
GI697,out_img_norm/GI697_yolo.png,0,0
VI2944,out_img_norm/VI2944_yolo.png,3,7
GI58,out_img_norm/GI58_yolo.png,0,0
VI3211,out_img_norm/VI3211_yolo.png,0,0
VI828,out_img_norm/VI828_yolo.png,5,0
VI3729,out_img_norm/VI3729_yolo.png,0,0
GI1065,out_img_norm/GI1065_yolo.png,0,0
VI2846,out_img_norm/VI2846_yolo.png,1,7
VI2301,out_img_norm/VI2301_yolo.png,0,0
VI2457,out_img_norm/VI2457_yolo.png,0,0
VI2321,out_img_norm/VI2321_yolo.png,0,0
VI1109,out_img_norm/VI1109_yolo.png,5,0
GI916,out_img_norm/GI916_yolo.png,5,0
GI759,out_img_norm/GI759_yolo.png,2,7
VI3225,out_img_norm/VI3225_yolo.png,0,0
VI2348,out_img_norm/VI2348_yolo.png,0,0
VI2274,out_img_norm/VI2274_yolo.png,1,1
VI228,out_img_norm/VI228_yolo.png,0,0
VI4119,out_img_norm/VI4119_yolo.png,2,2
VI2402,out_img_norm/VI2402_yolo.png,0,0
VI845,out_img_norm/VI845_yolo.png,1,2
VI1933,out_img_norm/VI1933_yolo.png,0,0
VI3673,out_img_norm/VI3673_yolo.png,2,1
GI118,out_img_norm/GI118_yolo.png,5,0
VI1208,out_img_norm/VI1208_yolo.png,5,0
VI4458,out_img_norm/VI4458_yolo.png,5,0
GI53,out_img_norm/GI53_yolo.png,1,2
VI2199,out_img_norm/VI2199_yolo.png,0,0
VI352,out_img_norm/VI352_yolo.png,1,7
VI753,out_img_norm/VI753_yolo.png,1,7
VI2832,out_img_norm/VI2832_yolo.png,2,1
VI1404,out_img_norm/VI1404_yolo.png,1,7
VI4397,out_img_norm/VI4397_yolo.png,0,0
VI4482,out_img_norm/VI4482_yolo.png,5,0
VI186,out_img_norm/VI186_yolo.png,0,0
GI372,out_img_norm/GI372_yolo.png,1,1
VI1558,out_img_norm/VI1558_yolo.png,1,1
GI710,out_img_norm/GI710_yolo.png,0,0
VI2298,out_img_norm/VI2298_yolo.png,0,0
VI83,out_img_norm/VI83_yolo.png,1,7
VI1167,out_img_norm/VI1167_yolo.png,1,7
VI883,out_img_norm/VI883_yolo.png,1,2
VI1474,out_img_norm/VI1474_yolo.png,2,6
GI96,out_img_norm/GI96_yolo.png,3,7
VI4175,out_img_norm/VI4175_yolo.png,1,7
VI847,out_img_norm/VI847_yolo.png,1,2
VI4395,out_img_norm/VI4395_yolo.png,1,7
VI4181,out_img_norm/VI4181_yolo.png,2,6
GI16,out_img_norm/GI16_yolo.png,1,7
GI302,out_img_norm/GI302_yolo.png,2,1
VI2818,out_img_norm/VI2818_yolo.png,1,1
VI2586,out_img_norm/VI2586_yolo.png,3,1
VI893,out_img_norm/VI893_yolo.png,2,2
VI3755,out_img_norm/VI3755_yolo.png,0,0
GI662,out_img_norm/GI662_yolo.png,1,7
VI2748,out_img_norm/VI2748_yolo.png,3,1
GI164,out_img_norm/GI164_yolo.png,1,6
VI2965,out_img_norm/VI2965_yolo.png,1,1
GI799,out_img_norm/GI799_yolo.png,0,0
VI3293,out_img_norm/VI3293_yolo.png,2,7
VI1836,out_img_norm/VI1836_yolo.png,0,0
VI1436,out_img_norm/VI1436_yolo.png,1,4
VI2115,out_img_norm/VI2115_yolo.png,0,0
VI152,out_img_norm/VI152_yolo.png,1,7
VI2299,out_img_norm/VI2299_yolo.png,0,0
VI3456,out_img_norm/VI3456_yolo.png,1,7
VI2165,out_img_norm/VI2165_yolo.png,1,7
VI454,out_img_norm/VI454_yolo.png,2,7
GI590,out_img_norm/GI590_yolo.png,0,0
VI63,out_img_norm/VI63_yolo.png,1,2
VI3407,out_img_norm/VI3407_yolo.png,1,7
VI3282,out_img_norm/VI3282_yolo.png,0,0
VI2722,out_img_norm/VI2722_yolo.png,3,1
VI3031,out_img_norm/VI3031_yolo.png,1,3
VI1268,out_img_norm/VI1268_yolo.png,6,0
VI434,out_img_norm/VI434_yolo.png,1,7
VI1682,out_img_norm/VI1682_yolo.png,1,7
VI3122,out_img_norm/VI3122_yolo.png,0,0
VI774,out_img_norm/VI774_yolo.png,4,2
GI404,out_img_norm/GI404_yolo.png,1,1
VI1699,out_img_norm/VI1699_yolo.png,1,7
VI1961,out_img_norm/VI1961_yolo.png,0,0
VI693,out_img_norm/VI693_yolo.png,1,7
VI4204,out_img_norm/VI4204_yolo.png,0,0
GI324,out_img_norm/GI324_yolo.png,5,0
GI114,out_img_norm/GI114_yolo.png,3,2
VI1353,out_img_norm/VI1353_yolo.png,5,0
VI3187,out_img_norm/VI3187_yolo.png,1,2
VI4016,out_img_norm/VI4016_yolo.png,2,6
GI49,out_img_norm/GI49_yolo.png,0,0
VI2920,out_img_norm/VI2920_yolo.png,1,7
GI401,out_img_norm/GI401_yolo.png,3,7
VI4407,out_img_norm/VI4407_yolo.png,1,3
VI2738,out_img_norm/VI2738_yolo.png,2,7
VI2276,out_img_norm/VI2276_yolo.png,1,7
GI203,out_img_norm/GI203_yolo.png,2,1
VI3471,out_img_norm/VI3471_yolo.png,1,7
VI1997,out_img_norm/VI1997_yolo.png,0,0
VI3993,out_img_norm/VI3993_yolo.png,2,2
VI290,out_img_norm/VI290_yolo.png,1,2
GI333,out_img_norm/GI333_yolo.png,4,1
VI1391,out_img_norm/VI1391_yolo.png,1,7
VI2244,out_img_norm/VI2244_yolo.png,0,0
VI711,out_img_norm/VI711_yolo.png,1,7
VI928,out_img_norm/VI928_yolo.png,2,4
VI2646,out_img_norm/VI2646_yolo.png,5,0
VI2784,out_img_norm/VI2784_yolo.png,1,7
GI616,out_img_norm/GI616_yolo.png,1,7
VI706,out_img_norm/VI706_yolo.png,1,7
VI4359,out_img_norm/VI4359_yolo.png,1,1
VI2950,out_img_norm/VI2950_yolo.png,2,1
VI4129,out_img_norm/VI4129_yolo.png,1,7
VI2445,out_img_norm/VI2445_yolo.png,0,0
VI1758,out_img_norm/VI1758_yolo.png,2,1
VI4314,out_img_norm/VI4314_yolo.png,6,0
VI425,out_img_norm/VI425_yolo.png,1,7
VI4289,out_img_norm/VI4289_yolo.png,1,7
VI2031,out_img_norm/VI2031_yolo.png,0,0
VI2468,out_img_norm/VI2468_yolo.png,1,7
VI3320,out_img_norm/VI3320_yolo.png,1,1
VI1538,out_img_norm/VI1538_yolo.png,1,1
VI531,out_img_norm/VI531_yolo.png,1,2
GI262,out_img_norm/GI262_yolo.png,0,0
VI2780,out_img_norm/VI2780_yolo.png,2,1
VI1685,out_img_norm/VI1685_yolo.png,2,1
GI729,out_img_norm/GI729_yolo.png,0,0
VI2375,out_img_norm/VI2375_yolo.png,1,1
VI889,out_img_norm/VI889_yolo.png,2,2
VI3982,out_img_norm/VI3982_yolo.png,2,6
VI917,out_img_norm/VI917_yolo.png,5,0
GI542,out_img_norm/GI542_yolo.png,0,0
VI2875,out_img_norm/VI2875_yolo.png,0,0
VI1853,out_img_norm/VI1853_yolo.png,0,0
VI4252,out_img_norm/VI4252_yolo.png,1,7
VI3283,out_img_norm/VI3283_yolo.png,0,0
GI549,out_img_norm/GI549_yolo.png,2,4
VI576,out_img_norm/VI576_yolo.png,1,6
VI296,out_img_norm/VI296_yolo.png,1,7
GI52,out_img_norm/GI52_yolo.png,0,0
VI2735,out_img_norm/VI2735_yolo.png,1,1
VI1461,out_img_norm/VI1461_yolo.png,0,0
VI3037,out_img_norm/VI3037_yolo.png,5,0
GI634,out_img_norm/GI634_yolo.png,1,7
VI2803,out_img_norm/VI2803_yolo.png,2,1
VI2329,out_img_norm/VI2329_yolo.png,0,0
VI2406,out_img_norm/VI2406_yolo.png,0,0
VI3145,out_img_norm/VI3145_yolo.png,0,0
VI3716,out_img_norm/VI3716_yolo.png,0,0
VI2959,out_img_norm/VI2959_yolo.png,2,1
GI801,out_img_norm/GI801_yolo.png,0,0
VI623,out_img_norm/VI623_yolo.png,1,7
VI3299,out_img_norm/VI3299_yolo.png,0,0
GI743,out_img_norm/GI743_yolo.png,1,7
VI3600,out_img_norm/VI3600_yolo.png,0,0
GI670,out_img_norm/GI670_yolo.png,0,0
GI733,out_img_norm/GI733_yolo.png,0,0
VI202,out_img_norm/VI202_yolo.png,2,7
VI3467,out_img_norm/VI3467_yolo.png,1,7
VI750,out_img_norm/VI750_yolo.png,1,6
VI195,out_img_norm/VI195_yolo.png,0,0
GI912,out_img_norm/GI912_yolo.png,1,7
VI4239,out_img_norm/VI4239_yolo.png,4,2
VI2343,out_img_norm/VI2343_yolo.png,1,6
GI207,out_img_norm/GI207_yolo.png,3,1
VI1190,out_img_norm/VI1190_yolo.png,1,7
VI4032,out_img_norm/VI4032_yolo.png,2,1
VI3295,out_img_norm/VI3295_yolo.png,1,7
VI3257,out_img_norm/VI3257_yolo.png,2,7
VI402,out_img_norm/VI402_yolo.png,0,0
VI2845,out_img_norm/VI2845_yolo.png,4,2
VI283,out_img_norm/VI283_yolo.png,1,7
VI2417,out_img_norm/VI2417_yolo.png,5,0
VI4290,out_img_norm/VI4290_yolo.png,2,2
GI772,out_img_norm/GI772_yolo.png,0,0
VI937,out_img_norm/VI937_yolo.png,5,0
GI327,out_img_norm/GI327_yolo.png,2,1
VI4173,out_img_norm/VI4173_yolo.png,2,7
VI199,out_img_norm/VI199_yolo.png,5,0
VI3710,out_img_norm/VI3710_yolo.png,1,1
VI3250,out_img_norm/VI3250_yolo.png,0,0
VI4222,out_img_norm/VI4222_yolo.png,2,1
VI2415,out_img_norm/VI2415_yolo.png,1,7
GI310,out_img_norm/GI310_yolo.png,1,6
VI4001,out_img_norm/VI4001_yolo.png,2,5
VI2037,out_img_norm/VI2037_yolo.png,6,0
VI1519,out_img_norm/VI1519_yolo.png,1,1
VI3759,out_img_norm/VI3759_yolo.png,1,1
VI327,out_img_norm/VI327_yolo.png,0,0
VI3276,out_img_norm/VI3276_yolo.png,1,7
VI3538,out_img_norm/VI3538_yolo.png,0,0
VI4267,out_img_norm/VI4267_yolo.png,1,2
VI1522,out_img_norm/VI1522_yolo.png,0,0
VI530,out_img_norm/VI530_yolo.png,1,1
VI1845,out_img_norm/VI1845_yolo.png,1,7
GI599,out_img_norm/GI599_yolo.png,0,0
VI187,out_img_norm/VI187_yolo.png,1,7
VI3717,out_img_norm/VI3717_yolo.png,1,7
VI1411,out_img_norm/VI1411_yolo.png,1,6
VI1255,out_img_norm/VI1255_yolo.png,5,0
VI4179,out_img_norm/VI4179_yolo.png,2,5
VI397,out_img_norm/VI397_yolo.png,0,0
VI3474,out_img_norm/VI3474_yolo.png,1,7
VI4248,out_img_norm/VI4248_yolo.png,3,6
GI19,out_img_norm/GI19_yolo.png,0,0
VI754,out_img_norm/VI754_yolo.png,0,0
VI3173,out_img_norm/VI3173_yolo.png,1,7
GI631,out_img_norm/GI631_yolo.png,2,7
VI949,out_img_norm/VI949_yolo.png,5,0
VI4187,out_img_norm/VI4187_yolo.png,2,2
VI2313,out_img_norm/VI2313_yolo.png,0,0
GI804,out_img_norm/GI804_yolo.png,0,0
VI694,out_img_norm/VI694_yolo.png,3,7
GI73,out_img_norm/GI73_yolo.png,5,0
VI1829,out_img_norm/VI1829_yolo.png,0,0
VI2317,out_img_norm/VI2317_yolo.png,5,0
VI1314,out_img_norm/VI1314_yolo.png,5,0
VI2113,out_img_norm/VI2113_yolo.png,1,7
VI1295,out_img_norm/VI1295_yolo.png,5,0
VI723,out_img_norm/VI723_yolo.png,1,7
